queryID;runtime;load
1;6,2;0.1168074
2;0,14;0.00311040
3;2,6;0.05836083
4;2,2;0.0564300
5;1,3;0.03032271
6;0,5;0.00964440
7;1,8;0.03716652
8;0,7;0.01524194
9;1,7;0.04005438
10;1,7;0.03477692
11;0,2;0.00403899
12;1,3;0.0237726
13;8,1;0.15277520
14;0,4;0.008772
15;0,3;0.00649935
16;1,1;0.02713176
17;1,3;0.02507644
18;1,7;0.0367367
19;3,6;0.07386162
20;1,2;0.02666884
21;7,6;0.18600880
22;0,7;0.02674220
