queryID;runtime;load
1;6,2;0.129786
2;0,14;0.002880
3;2,6;0.056661
4;2,2;0.051300
5;1,3;0.027819
6;0,5;0.010152
7;1,8;0.036084
8;0,7;0.015553
9;1,7;0.039269
10;1,7;0.033764
11;0,2;0.003999
12;1,3;0.02529
13;8,1;0.166060
14;0,4;0.0086
15;0,3;0.006435
16;1,1;0.025596
17;1,3;0.027257
18;1,7;0.04037
19;3,6;0.076146
20;1,2;0.023569
21;7,6;0.175480
22;0,7;0.017930
