queryID;runtime;load
1;6,2;0.1338
2;0,14;0.0030
3;2,6;0.0561
4;2,2;0.0475
5;1,3;0.0281
6;0,5;0.0108
7;1,8;0.0388
8;0,7;0.0151
9;1,7;0.0367
10;1,7;0.0367
11;0,2;0.0043
12;1,3;0.0281
13;8,1;0.1748
14;0,4;0.0086
15;0,3;0.0065
16;1,1;0.0237
17;1,3;0.0281
18;1,7;0.0367
19;3,6;0.0777
20;1,2;0.0259
21;7,6;0.1640
22;0,7;0.0150
