queryID;runtime;load
1;6,2;0.14270502243022446960
2;0,14;0.003603568010389385472000
3;2,6;0.055180095704435493792
4;2,2;0.08224527389212839474000
5;1,3;0.03448117435465178784
6;0,5;0.0104544935215826909760
7;1,8;0.0459179076132028342272
8;0,7;0.01651117240532601005472
9;1,7;0.040381198934968657180800
10;1,7;0.038237800465628379000
11;0,2;0.004313871022350260448
12;1,3;0.0179205485655619470816
13;8,1;0.137864225215933185312000
14;0,4;0.0064759022807808865536
15;0,3;0.008151545730063246413760
16;1,1;0.01955954327637130460640
17;1,3;0.02617323081368828706720
18;1,7;0.0267767362145347384320
19;3,6;0.08002477261308362873040
20;1,2;0.023545608666518447308800
21;7,6;0.1474223933854786514400
22;0,7;0.033273122664762634203520
