queryID;runtime;load
1;6,2;0.109934452584
2;0,14;0.00322285340160
3;2,6;0.049921853982
4;2,2;0.0646315362000
5;1,3;0.032390718822
6;0,5;0.00924795729360
7;1,8;0.037880117184
8;0,7;0.0168633775772
9;1,7;0.03980852621556
10;1,7;0.03287618743740
11;0,2;0.00390200361516
12;1,3;0.022041479268
13;8,1;0.16475980333920
14;0,4;0.007417357584
15;0,3;0.00679241869020
16;1,1;0.02540916455760
17;1,3;0.02735187616560
18;1,7;0.0377476939840
19;3,6;0.0763160416326
20;1,2;0.02446279355520
21;7,6;0.17024976244640
22;0,7;0.03677202446468
