queryID;-;load
1;1;0.0024560104635
2;5.5;0.014146618761216
3;2;0.00500195443938
4;11;0.03509309422080
5;4.5;0.012170922843618
6;1;0.002146854423900
7;2;0.00480174981678
8;1;0.002426690767620
9;8;0.020990608637928
10;2;0.00450776513412
11;5.5;0.012287773514304
12;1;0.00220695673140
13;3;0.006839999758320
14;10.5;0.025200000048
15;10.5;0.02524044250332
16;1;0.002722926089880
17;4.5;0.010784117266020
18;5.5;0.01464378499584
19;3;0.007366541939204
20;2;0.004235806029
21;1;0.003103821266730
22;2;0.0046795400865
23;9;0.023565176661728
24;12.5;0.0267647054948
25;12.5;0.033528260384076
26;3.25;0.0079875187392
27;3.25;0.00912352251260
28;5.5;0.01411150878720
29;2;0.00509549920530
30;1;0.002190588443400
31;4.5;0.01002866972238
32;5.5;0.013031764554240
33;1;0.002836787993280
34;2;0.0045046040085
35;2;0.00608838932520
36;3;0.006914347581780
37;2;0.00548139182508
38;3;0.007706823257104
39;2;0.00620212846644
40;2;0.00609161183190
41;3;0.0076718667366
42;4;0.010459181556915
43;4;0.010536030661563
44;2;0.00447836359680
45;0.5;0.001282959978300
46;1;0.00221040941715
47;1;0.002597340400200
48;2;0.004962660318
49;2;0.005584655262
50;2;0.0048765733533
51;4.5;0.010908828259056
52;2;0.00465788279544
53;3;0.00668577981492
54;2;0.005042455722
55;5.5;0.013139401381632
56;1;0.0023319695310
57;1;0.002621363420385
58;3;0.00597176449488
59;1;0.0026483378475
60;3;0.00768153425544
61;3;0.009048797634240
62;2;0.00402635332368
63;7;0.0229621479538
64;4.5;0.010571293744128
65;3;0.0083693091672
66;2;0.0063805632660
67;1;0.002549693336850
68;19;0.049915089120
69;2;0.00451529454660
70;2;0.00484278306876
71;16;0.04455365716648
72;2;0.00503815904640
73;3;0.007842291283008
74;2;0.00541184706144
75;2;0.00519860918952
76;25;0.0664641944505
77;1;0.002577391549200
78;4.5;0.011896940756112
79;8;0.020912777436096
80;2;0.00504186237156
81;3;0.009047140345296
82;5.5;0.013711907768832
83;2;0.004962660318
84;7;0.016958117363616
85;1;0.002719059081840
86;3;0.007741749087072
87;2;0.005966240976
88;1;0.00243828667665
89;5.5;0.013202253102819
90;1;0.00244104882525
91;2;0.00504570891924
92;8;0.01912879790136
93;1;0.002127959281440
94;1;0.002298107635200
95;2;0.00441943776
96;1;0.002006455433580
97;2;0.004552020892800
98;3;0.00746884884096
99;10;0.026350895583360
100;2;0.005218182586442
101;3;0.007021994601600
102;1;0.001839897932400
103;2;0.005063939100000
