queryID;-;load
1;1;0.0027277617084552200381400
2;5.5;0.01689652500129008306144870400
3;2;0.0050312148972691791433248
4;11;0.0487116975251590945724897280
5;4.5;0.0141224963014286138189664
6;1;0.002475725706820018832612400
7;2;0.00605345953745406405482496
8;1;0.0027965606906873847937350240
9;8;0.02251263723920102029151059200
10;2;0.0053294220921997565433000
11;5.5;0.01411187197218740678854656
12;1;0.001631053714630253734833120
13;3;0.00605138296210198111758096000
14;10.5;0.02022154704030136038435072
15;10.5;0.0336774465192583127860495488
16;1;0.0021107346881336307274082400
17;4.5;0.0107198018130401645953857120
18;5.5;0.010263075009667794005852160
19;3;0.0079021980848573268293467680
20;2;0.00410960865808036189900800
21;1;0.002299020762750390229250700
22;2;0.00370270211609104674220080
23;9;0.0214170849533225148881780736
24;12.5;0.0273095080130936123620560
25;12.5;0.026412940360379818043688384
26;3.25;0.008623410856251398371067904
27;3.25;0.007698532100797477518969600
28;5.5;0.01766022851178588411002880
29;2;0.0042117180754943609023887360
30;1;0.0033487542590913458029382400
31;4.5;0.0098041263203731323379400640
32;5.5;0.015285839000382534481920
33;1;0.002236780838012031710642880
34;2;0.004618103475865656968755200
35;2;0.0070321558686524602716168000
36;3;0.006305116669624963134996480
37;2;0.00559534714132005384044544
38;3;0.00817348014701713126792512
39;2;0.004426332308065836895079808
40;2;0.0079662347901482577212520
41;3;0.008918740044951783826171392
42;4;0.0118138474611966776532364800
43;4;0.0094844755424521526182437888
44;2;0.00357185739961939013959680
45;0.5;0.00105390632348411826255840000
46;1;0.002483042561586389355572250
47;1;0.00263968496922346190013312000
48;2;0.0060869005834515045856920
49;2;0.0048982612696222198855680
50;2;0.00565431606552891637152
51;4.5;0.010950914771215171153809408
52;2;0.004693168482727058750287872
53;3;0.0065289301252515935078358420
54;2;0.0044027829650035419402240
55;5.5;0.01073521044089073750330703872
56;1;0.001901497425239271484800
57;1;0.00193251613028213002536000
58;3;0.004663108059755115674864160
59;1;0.00267528983400417095547300
60;3;0.0076925750268720955565703168
61;3;0.0080273421385037050060800
62;2;0.0027393704703917181996912
63;7;0.021557515403633644149244530
64;4.5;0.00961027665959926543351726080
65;3;0.008134857015893982239016960
66;2;0.0092085500997474766246080
67;1;0.00239899613446757672348173200
68;19;0.042145237221172179494400
69;2;0.0048092257598549255476654500
70;2;0.0052456740484975592302817280
71;16;0.0382792946405021761754745600
72;2;0.0048895261377915713918976000
73;3;0.0099592285848893615533916160
74;2;0.004725197964505249347796992
75;2;0.004822827216871289902848
76;25;0.0548190335164841964524160
77;1;0.00327299510323266290310758400
78;4.5;0.01333659250291245155376463872
79;8;0.0319841702016537138253111296
80;2;0.0061451665796811726442685952
81;3;0.00684581144439980976148800
82;5.5;0.0126281282965770973844643840
83;2;0.00472535762776405219584
84;7;0.01586798786341824038701166592
85;1;0.0027145296170049244109580000
86;3;0.00939144365513545278447360
87;2;0.00692324696074888983744
88;1;0.002194273193627495003063040
89;5.5;0.015857237232014323243218120
90;1;0.002361703245881675126230800
91;2;0.0049456206000429440498580096
92;8;0.0177269774792682197979521280
93;1;0.00206879055023210354188185600
94;1;0.002252821552963683670425600
95;2;0.0048693084293811877920
96;1;0.00212660646001320730697951304
97;2;0.00557628793142115686745600000
98;3;0.00662668839101072825721118240
99;10;0.02439822625640313539788800000
100;2;0.00387096054897647632740192000
101;3;0.00682307475526809772451146170
102;1;0.00275731417317912170180758830
103;2;0.00675729211049330263842304200
