queryID;-;load
1;1;0.0027277617084552200381400
2;5.5;0.016091928572657221963284480
3;2;0.00498140088838532588448
4;11;0.04468963075702669226833920
5;4.5;0.01441071051166185083568
6;1;0.0022923386174259433635300
7;2;0.005820634170628907745024
8;1;0.00288305225844060288013920
9;8;0.023697512883369495043695360
10;2;0.0053294220921997565433000
11;5.5;0.014254416133522633119744
12;1;0.0016814986748765502420960
13;3;0.006577590176197805562588000
14;10.5;0.020846955711650886994176
15;10.5;0.03089673992592505760188032
16;1;0.002345260764592923030453600
17;4.5;0.009745274375491058723077920
18;5.5;0.0110355645265245096837120
19;3;0.00738523185500684750406240
20;2;0.004280842352167043644800
21;1;0.0023222431946973638679300
22;2;0.003817218676382522414640
23;9;0.01964870179203900448456704
24;12.5;0.02651408544960544889520
25;12.5;0.0287097177830215413518352
26;3.25;0.0084543243688739199716352
27;3.25;0.0080193042716640390822600
28;5.5;0.0160547531925326219182080
29;2;0.00452872911343479666923520
30;1;0.00312967687765546336723200
31;4.5;0.01054207131222917455692480
32;5.5;0.0166150423917201461760
33;1;0.0020520925119376437712320
34;2;0.0042760217369126453414400
35;2;0.00669729130347853359201600
36;3;0.0068533876843749599293440
37;2;0.005180876982703753555968
38;3;0.00817348014701713126792512
39;2;0.0045166656204753437704896
40;2;0.00788736117836461160520
41;3;0.0098008132362107514573312
42;4;0.01230609110541320588878800
43;4;0.01008986759835335384919552
44;2;0.003799848297467436318720
45;0.5;0.001158138817015514574240000
46;1;0.00225731141962399032324750
47;1;0.002778615757077328315929600
48;2;0.00602663424104109364920
49;2;0.00466501073297354274816
50;2;0.00565431606552891637152
51;4.5;0.0111744028277705828100096
52;2;0.0045126620026221718752768
53;3;0.00610180385537532103536060
54;2;0.00403925042660875407360
55;5.5;0.010524716118520330885595136
56;1;0.001901497425239271484800
57;1;0.002123644099211131896000
58;3;0.0050140946879087265321120
59;1;0.002702312963640576722700
60;3;0.00739670675660778418900992
61;3;0.00827561045206567526400
62;2;0.00282409326844507030896
63;7;0.0236895773666303781859830
64;4.5;0.008981566971588098535997440
65;3;0.0087471580816064325150720
66;2;0.00844821110068575837120
67;1;0.002579565735986641638152400
68;19;0.0425709466880527065600
69;2;0.00485780379783325812895500
70;2;0.00499588004618815164788736
71;16;0.03645647108619254873854720
72;2;0.00509325639353288686656000
73;3;0.00948497960465653481275392
74;2;0.00525021996056138816421888
75;2;0.0046373338623762402912
76;25;0.0548190335164841964524160
77;1;0.003058873928254825143091200
78;4.5;0.013204547032586585696796672
79;8;0.02989174785201281665916928
80;2;0.00608432334621898281610752
81;3;0.007206117309894536591040
82;5.5;0.01329276662797589198364672
83;2;0.004922247528920887704
84;7;0.014692581355016889247233024
85;1;0.00285739959684728885364000
86;3;0.009298459064490547311360
87;2;0.00692324696074888983744
88;1;0.0022857012433619739615240
89;5.5;0.015857237232014323243218120
90;1;0.0024099012713078317614600
91;2;0.00484864764710092553907648
92;8;0.01827523451470950494634240
93;1;0.002224505967991509184819200
94;1;0.0021661745701573881446400
95;2;0.00463743659941065504
96;1;0.002286673612917427211805928
97;2;0.005690089725939955987200000
98;3;0.007489340482243731822311040
99;10;0.025414819017086599372800000
100;2;0.005995388544446302544188800
101;3;0.006891994702291007802536830
102;1;0.003752881884872569337817670
103;2;0.007265905495154088858519400
